Ticker,Last,Change %,Gap %,Relative Volume,Shares Float,Exponential Moving Average (200),Simple Moving Average (200),Pre-market Change %,Change from Open,Change from Open %,Change,Volume,Average Volume (30 day)
GRBK,8.33,0.120192304,0,2.3645012,48356124,8.454775,8.467636,,0.01,0.120192304,0.01,1889,127952.47
SRTS,5.94,2.2375214,0,0.29400462,10686972,5.7610846,5.7729716,,0.13,2.2375214,0.13,306,82867.836
RNGR,7.41,0.5427408,0,0.46403712,5033314,7.6047163,7.531798,,0.04,0.5427408,0.04,200,9301.134
GCAP,7.25,0.13812155,0,4.3108644,32428664,7.248101,7.2468057,,0.01,0.13812155,0.01,10725,550692.2
AUDC,10.47,0.19138756,0,2.1199915,19652960,10.46498,10.437979,,0.02,0.19138756,0.02,1000,257165.7
TMST,10.78,0.37243947,0,3.585047,35879644,10.727277,10.671321,,0.04,0.37243947,0.04,49792,383479.88
WOW,9.38,0.21367522,0,2.8736405,24169250,9.539215,9.544181,,0.02,0.21367522,0.02,7266,265460.3
IDRA,6.76,0.14814815,0,2.9596767,21707036,6.9582806,7.003484,,0.01,0.14814815,0.01,3002,223876.47
ONTX,4.04,1,0,0.58512163,5393610,3.9017086,3.8914194,,0.04,1,0.04,409,95446.53
SGU,9.56,0.10471204,0,0.7441688,46789732,9.659847,9.690296,,0.01,0.10471204,0.01,201,40300.867
CVRR,14.4,0.27855152,0,3.1610024,28422130,14.424984,14.421336,,0.04,0.27855152,0.04,4390,392174.66
JNCE,4.2099,0.23571429,0,1.0454783,27717944,4.2621803,4.2495394,,0.0099,0.23571429,0.0099,1400,338840.7
DSWL,3.0752,0.49673203,0,0.07684623,6632955,3.173363,3.17245,,0.0152,0.49673203,0.0152,2600,19609.5
EVLO,9.8,1.344364,0,0.66401064,29151996,8.946156,8.803121,,0.13,1.344364,0.13,800,28027.566
EVK,3.95,1.0230179,0,1.4587892,4220789,3.6909351,3.583691,,0.04,1.0230179,0.04,600,5051.967
ABDC,6.37,0.1572327,0,0.6208728,12631432,6.3787885,6.3892174,,0.01,0.1572327,0.01,865,71193.5
GARS,7.46,0.4037685,0,1.3544018,15794108,7.446002,7.4208074,,0.03,0.4037685,0.03,900,38722.535
CASA,14.8,0.20311442,0,2.1907682,27703136,14.993139,14.997166,,0.03,0.20311442,0.03,4357,426808.8
TOCA,11.53,0.3481288,0,1.369863,18261280,11.555104,11.567775,,0.04,0.3481288,0.04,1000,138594.2
SHLO,7.92,0.38022813,0,0.2071251,13974278,7.9996953,8.003913,,0.03,0.38022813,0.03,1762,45517.133
BSTI,5.51,0.18181819,0,3.5242414,45000000,5.496301,5.5012407,,0.01,0.18181819,0.01,16239,975353.7
VRA,10.75,0.04653327,0,1.9685112,22309764,10.713841,10.685147,,0.005,0.04653327,0.005,8502,378508.97
RMTI,3.59,0.2793296,0,3.9815025,45963836,3.568706,3.568131,,0.01,0.2793296,0.01,10547,178107.3
CUE,4.94,0.20283976,0,1.2850082,15854055,5.0670094,5.1168914,,0.01,0.20283976,0.01,858,100455.3
EXPI,10.02,0.2,0,1.0795834,20699496,10.417274,10.455976,,0.02,0.2,0.02,1130,195157.2
SIF,4.89,0.20491803,0,3.2012734,2061278,5.0401907,5.064879,,0.01,0.20491803,0.01,1810,2416.7334
BPI,7.8,0.1283697,0,2.2770314,24499060,7.8423195,7.8430514,,0.01,0.1283697,0.01,3559,166378.5
FLY,12.2,0.082034454,0,4.981341,26537168,12.230435,12.2128105,,0.01,0.082034454,0.01,3871,74686.234
SGRY,13.24,0.07558579,0,1.7640932,18369816,13.177993,13.149198,,0.01,0.07558579,0.01,4403,336068.16
FPRX,12.22,0.16393442,0,5.403057,34328730,12.253601,12.285472,,0.02,0.16393442,0.02,8519,312802.62
ESCA,11.94,1.1864407,0,0.45065343,9568507,11.9338455,12.058422,,0.14,1.1864407,0.14,300,7707.033
AKBA,7.44,0.13458951,0,2.788331,47708212,7.3926396,7.394563,,0.01,0.13458951,0.01,24249,629780.4
PER,2.2,0.456621,0,0.35660598,39375000,2.1901555,2.198422,,0.01,0.456621,0.01,427,366988.9
DGLY,2.9375,1.6435986,0,0.13691129,8833583,2.8900223,2.8992355,,0.0475,1.6435986,0.0475,200,83499.766
AVID,6.25,0.16025642,0,7.967284,38987520,6.216083,6.2227907,,0.01,0.16025642,0.01,23525,179389.47
GILT,9.51,0.10526316,0,0.44070512,29415658,9.92734,9.972222,,0.01,0.10526316,0.01,427,19235.3
BBW,7.64,1.0582011,0,1.0367472,13973141,7.681689,7.7235665,,0.08,1.0582011,0.08,742,59319.934
VOC,4.39,1.1520737,0,0.373354,12747750,4.0760655,4.0699244,,0.05,1.1520737,0.05,900,54913.2
AVXL,2.25,0.89686096,0,2.7423682,43082024,2.2934215,2.3206494,,0.02,0.89686096,0.02,3270,269279.9
SVA,7.37,0.13586956,0,0.29559562,23703186,7.307003,7.3008657,,0.01,0.13586956,0.01,600,25350.6
ASUR,5.51,0.09082652,0,1.822025,13180525,5.565265,5.511171,,0.005,0.09082652,0.005,4310,358091.72
